RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9162,19870926,Customer_9161,839,Germany,Female,44,7,235186.69,1,0,1,19939.94,0
9163,13888644,Customer_9162,829,Spain,Female,77,6,0.0,2,1,0,186136.29,0
9164,18633456,Customer_9163,776,France,Female,64,2,68133.14,1,1,1,69271.48,0
9165,10799565,Customer_9164,576,Spain,Male,83,7,0.0,2,1,0,45712.07,0
9166,16490095,Customer_9165,590,Spain,Male,32,8,0.0,2,0,0,184670.19,0
9167,11324859,Customer_9166,424,Spain,Female,41,1,167930.48,2,0,1,177699.41,0
9168,18162813,Customer_9167,366,France,Male,27,1,36589.61,2,0,1,20101.33,0
9169,19150385,Customer_9168,400,France,Female,41,6,192404.18,2,1,1,49453.62,0
9170,10331162,Customer_9169,577,France,Female,74,7,90191.57,2,1,1,164387.91,0
9171,12801775,Customer_9170,543,France,Male,51,4,0.0,1,1,0,60767.43,0
9172,10373703,Customer_9171,629,Spain,Male,58,1,167812.39,2,1,1,137003.74,1
9173,10272598,Customer_9172,587,France,Female,57,9,208973.27,2,1,0,17608.72,1
9174,17415113,Customer_9173,730,France,Female,28,4,183446.32,1,0,0,169910.88,0
9175,13933453,Customer_9174,620,France,Female,18,2,148559.59,3,0,1,90222.55,1
9176,14779133,Customer_9175,761,France,Male,47,8,0.0,1,1,0,99311.54,0
9177,15671074,Customer_9176,736,France,Male,60,1,149370.96,1,0,0,163570.53,1
9178,19452200,Customer_9177,506,Spain,Female,43,8,0.0,1,0,0,96293.07,0
9179,11339550,Customer_9178,603,Germany,Female,70,1,0.0,1,0,0,29782.38,1
9180,16676531,Customer_9179,657,France,Male,64,0,79104.38,1,1,1,105828.51,0
9181,11630890,Customer_9180,659,France,Female,26,9,178493.3,1,1,1,96782.96,0
9182,17477268,Customer_9181,663,France,Male,26,5,144043.3,1,1,0,95505.84,0
9183,12796186,Customer_9182,650,France,Male,18,5,152622.2,2,1,1,46622.83,0
9184,19320427,Customer_9183,467,Germany,Female,88,3,211745.4,1,1,1,41158.02,0
9185,16602525,Customer_9184,682,Germany,Female,61,1,0.0,2,1,0,157795.63,0
9186,14176301,Customer_9185,399,Germany,Male,76,9,0.0,1,0,1,127642.83,0
9187,15379626,Customer_9186,627,Germany,Female,73,2,0.0,2,1,1,11206.91,0
9188,10053436,Customer_9187,401,France,Male,68,5,39874.38,2,1,1,168705.53,0
9189,16741430,Customer_9188,530,Spain,Male,33,3,7644.77,1,1,1,33061.99,0
9190,18960544,Customer_9189,380,Spain,Male,55,4,59266.23,2,1,0,150159.4,0
9191,17595298,Customer_9190,676,Spain,Female,28,8,0.0,2,0,1,28252.13,0
9192,17905336,Customer_9191,845,France,Female,42,4,0.0,1,0,0,194561.66,0
9193,18852318,Customer_9192,781,Spain,Female,76,9,20480.81,1,1,1,181097.09,0
9194,19500135,Customer_9193,595,Spain,Male,46,7,242713.65,2,0,1,44773.49,0
9195,11049316,Customer_9194,439,Spain,Male,57,1,0.0,1,0,0,11601.03,1
9196,17063254,Customer_9195,380,France,Male,25,5,159255.88,2,1,0,21333.87,1
9197,16960287,Customer_9196,451,Germany,Male,23,5,27141.6,3,1,1,163660.96,0
9198,14309061,Customer_9197,579,Spain,Female,62,4,0.0,1,0,1,24588.56,0
9199,18965007,Customer_9198,737,Germany,Female,70,5,0.0,2,0,1,157847.76,0
9200,13677356,Customer_9199,768,Germany,Female,38,4,45518.4,2,0,1,165762.51,0
9201,10836872,Customer_9200,446,Spain,Male,74,1,143923.05,2,0,1,68312.88,0
9202,18423906,Customer_9201,416,France,Male,23,4,9845.53,2,1,1,149673.14,0
9203,13700658,Customer_9202,541,Germany,Female,80,0,0.0,2,1,1,165857.79,1
9204,16631834,Customer_9203,560,France,Male,23,2,206491.37,2,1,0,158319.01,0
9205,12770603,Customer_9204,486,Spain,Female,70,6,0.0,1,1,1,46397.2,1
9206,19684233,Customer_9205,779,France,Male,21,3,0.0,3,1,1,95364.76,0
9207,12892015,Customer_9206,688,Germany,Male,26,7,0.0,1,1,0,22966.39,1
9208,18930239,Customer_9207,533,Germany,Male,86,2,215373.54,1,0,1,109811.1,0
9209,14581548,Customer_9208,405,Spain,Male,91,6,88658.59,1,0,0,94041.52,0
9210,10055825,Customer_9209,816,Germany,Male,89,1,0.0,1,0,1,181497.43,0
9211,18229445,Customer_9210,599,Spain,Female,21,7,53672.21,2,0,1,13435.95,0
9212,19080796,Customer_9211,631,Spain,Female,75,2,53892.41,1,0,1,110745.94,0
9213,11373258,Customer_9212,409,France,Female,54,5,0.0,1,1,0,149138.14,0
9214,10334657,Customer_9213,477,France,Male,88,1,231013.69,1,0,1,98151.19,0
9215,11992370,Customer_9214,554,France,Female,23,6,75148.32,1,1,0,55236.84,0
9216,14337506,Customer_9215,563,France,Female,68,3,691.78,1,1,1,125870.55,1
9217,11430097,Customer_9216,476,Germany,Male,67,5,129249.41,2,1,1,197550.01,0
9218,12876974,Customer_9217,845,Spain,Male,31,1,199309.98,2,0,0,17790.02,0
9219,15981569,Customer_9218,421,Spain,Female,28,2,0.0,1,0,0,47248.13,0
9220,17859207,Customer_9219,565,France,Female,27,2,109761.01,1,1,1,103215.3,0
9221,15848937,Customer_9220,439,France,Female,78,3,0.0,2,1,0,123543.89,1
9222,17638365,Customer_9221,781,Germany,Female,30,0,81848.82,1,1,0,128588.54,0
9223,13740105,Customer_9222,663,Germany,Female,51,5,189713.25,1,1,1,21439.79,1
9224,19025915,Customer_9223,582,France,Male,77,5,0.0,2,0,1,33355.09,1
9225,13662739,Customer_9224,582,Spain,Female,68,3,111817.71,1,1,1,189489.42,0
9226,12806362,Customer_9225,412,Spain,Female,22,7,197387.91,2,0,1,24315.88,0
9227,10005125,Customer_9226,725,France,Female,91,4,190743.19,1,1,0,89631.18,0
9228,14761518,Customer_9227,596,Spain,Female,49,9,46788.2,2,1,1,119678.14,0
9229,12191636,Customer_9228,791,France,Female,29,3,103818.04,1,1,1,69690.6,0
9230,19595907,Customer_9229,736,Germany,Female,69,6,0.0,4,1,0,58578.88,1
9231,16035658,Customer_9230,484,France,Male,30,9,114184.42,2,1,0,65139.36,0
9232,16703380,Customer_9231,785,France,Male,71,9,0.0,1,1,0,63696.04,0
9233,10833925,Customer_9232,719,Spain,Male,71,7,0.0,2,1,1,82085.07,0
9234,14104069,Customer_9233,795,France,Female,58,1,14889.64,2,0,1,32054.89,0
9235,11107487,Customer_9234,351,Germany,Female,65,0,41224.76,1,1,0,172171.25,1
9236,16681531,Customer_9235,510,France,Male,68,5,100430.22,2,1,0,154286.96,0
9237,11586849,Customer_9236,489,France,Female,64,1,88366.76,1,1,0,16479.76,0
9238,12504931,Customer_9237,653,France,Female,67,7,223910.19,1,1,1,154639.92,0
9239,16327522,Customer_9238,809,France,Female,63,4,136405.67,1,0,1,167330.34,0
9240,17822692,Customer_9239,658,Germany,Male,55,1,156788.85,2,0,0,185183.86,1
9241,12879908,Customer_9240,551,France,Male,30,4,172170.68,3,1,0,126460.13,0
9242,12804293,Customer_9241,474,Germany,Male,39,1,132906.48,2,1,0,172038.94,0
9243,11663845,Customer_9242,774,Germany,Female,19,5,192411.42,1,1,0,154229.83,0
9244,17333340,Customer_9243,722,Germany,Male,30,7,195775.12,3,1,1,14828.32,0
9245,15673914,Customer_9244,696,France,Male,74,1,87846.49,1,1,1,164094.76,0
9246,13732979,Customer_9245,431,Spain,Male,51,5,0.0,1,1,1,120393.18,0
9247,11456073,Customer_9246,791,France,Female,36,5,246588.56,1,1,1,133605.6,0
9248,19210681,Customer_9247,673,France,Male,26,0,0.0,4,0,0,178137.02,1
9249,11980603,Customer_9248,837,France,Male,50,8,0.0,2,1,1,11980.74,0
9250,17101795,Customer_9249,756,France,Female,44,7,189174.0,1,1,1,30499.72,0
9251,16791976,Customer_9250,818,France,Male,62,3,153240.86,2,1,1,119021.24,0
9252,13056695,Customer_9251,513,Germany,Female,19,6,117725.37,1,1,1,87832.04,0
9253,16968728,Customer_9252,699,France,Female,74,3,246167.42,1,0,1,89427.65,0
9254,11201814,Customer_9253,589,France,Male,74,7,0.0,1,1,1,69318.96,1
9255,11049752,Customer_9254,562,Spain,Male,33,9,0.0,1,1,1,165522.99,0
9256,16986711,Customer_9255,820,France,Male,23,1,109918.84,1,1,0,29676.5,0
9257,11019286,Customer_9256,498,France,Female,31,1,0.0,2,1,1,111264.46,0
9258,10700193,Customer_9257,421,France,Male,44,2,183037.76,1,0,0,97061.45,0
9259,17234934,Customer_9258,452,Spain,Male,55,3,186532.0,2,0,1,114749.33,0
9260,10170257,Customer_9259,532,France,Male,36,5,0.0,2,1,1,19606.44,0
9261,17234269,Customer_9260,533,France,Female,54,4,0.0,2,1,1,138014.67,0
9262,18564438,Customer_9261,362,Germany,Female,21,9,83804.18,1,0,1,12569.18,0
9263,18499263,Customer_9262,729,Germany,Female,75,9,167250.42,1,1,0,110287.81,1
9264,16843378,Customer_9263,581,Germany,Male,26,6,0.0,1,1,0,60446.94,1
9265,16880301,Customer_9264,499,Spain,Male,57,5,0.0,1,1,1,69479.66,0
9266,12444710,Customer_9265,612,France,Female,32,3,132496.94,2,1,0,150296.47,0
9267,14540503,Customer_9266,373,France,Male,21,9,112814.61,2,1,1,197318.4,0
9268,12094605,Customer_9267,538,France,Male,69,8,194110.87,1,1,0,100316.51,0
9269,14002721,Customer_9268,482,France,Female,35,6,125659.57,2,1,1,137207.7,0
9270,18259847,Customer_9269,399,France,Female,70,0,120290.54,1,1,1,57207.03,1
9271,11529339,Customer_9270,795,France,Female,76,7,179872.74,1,1,1,115261.02,1
9272,18811409,Customer_9271,532,Germany,Male,71,3,0.0,2,1,1,28997.98,0
9273,14907959,Customer_9272,375,Germany,Male,58,6,247963.59,2,0,1,171544.45,1
9274,10971678,Customer_9273,848,France,Male,77,1,87988.18,1,0,0,96586.92,0
9275,14668195,Customer_9274,487,Germany,Female,21,2,0.0,2,1,1,78678.55,0
9276,15887919,Customer_9275,360,France,Female,56,0,0.0,2,1,1,107544.85,1
9277,18123885,Customer_9276,645,France,Male,24,1,0.0,1,1,0,183459.76,0
9278,15124985,Customer_9277,451,Germany,Female,40,4,196538.9,2,1,1,157525.72,1
9279,16232654,Customer_9278,360,France,Female,80,1,181455.17,1,1,1,39017.82,0
9280,15802218,Customer_9279,461,France,Male,82,5,0.0,1,1,0,155920.2,1
9281,19543416,Customer_9280,443,France,Female,58,5,246886.15,2,1,1,84643.52,0
9282,10965069,Customer_9281,609,Spain,Male,61,5,235652.65,2,1,0,85052.83,0
9283,11345872,Customer_9282,607,Germany,Female,62,2,92522.87,1,1,1,153983.74,0
9284,13430467,Customer_9283,810,France,Male,86,2,144328.97,2,1,0,97339.29,1
9285,13787273,Customer_9284,516,Spain,Female,68,9,222221.74,1,1,1,23769.71,0
9286,16169962,Customer_9285,558,Germany,Male,82,6,123661.0,1,1,1,56886.18,1
9287,17667972,Customer_9286,756,Germany,Female,71,3,149790.83,1,0,0,179978.01,1
9288,16718136,Customer_9287,394,Spain,Female,73,5,150810.71,2,1,0,122470.34,1
9289,12219124,Customer_9288,679,France,Female,89,7,0.0,1,1,1,173820.71,0
9290,12341604,Customer_9289,554,France,Female,57,2,143875.09,1,0,1,67978.77,0
9291,13255109,Customer_9290,775,Germany,Female,75,8,0.0,1,1,0,140901.35,1
9292,12346957,Customer_9291,708,Germany,Male,32,8,134869.84,1,1,0,159205.44,0
9293,17137012,Customer_9292,391,Germany,Male,36,2,0.0,1,1,1,44749.31,0
9294,10631952,Customer_9293,634,Germany,Male,27,5,0.0,1,1,1,14430.7,0
9295,11251580,Customer_9294,749,Spain,Female,33,4,0.0,3,1,0,130539.87,0
9296,19091004,Customer_9295,800,Spain,Male,60,3,103526.9,2,1,1,119608.16,0
9297,16207008,Customer_9296,449,Spain,Female,48,7,0.0,1,1,1,17568.27,0
9298,19462480,Customer_9297,793,Spain,Female,33,9,96964.09,1,1,0,88050.22,0
9299,13975223,Customer_9298,737,Spain,Male,45,8,0.0,1,1,1,117049.31,0
9300,16663548,Customer_9299,705,France,Male,79,8,141857.03,1,1,0,50294.43,0
9301,10300798,Customer_9300,621,France,Female,37,4,75006.17,2,1,0,28342.53,0
9302,15841405,Customer_9301,774,France,Female,52,4,113219.57,2,1,0,162246.41,1
9303,11300573,Customer_9302,355,Spain,Male,76,2,207590.44,1,1,0,185753.88,0
9304,11365411,Customer_9303,391,Germany,Male,26,8,0.0,2,1,1,95023.75,0
9305,14404874,Customer_9304,733,Germany,Female,27,0,0.0,2,1,1,35454.72,1
9306,13686586,Customer_9305,790,France,Female,62,2,114053.7,1,0,0,90046.2,0
9307,10342732,Customer_9306,761,France,Male,32,6,108376.39,1,1,0,63033.96,0
9308,18963361,Customer_9307,705,Germany,Female,47,6,122253.82,1,0,1,103195.31,1
9309,15168554,Customer_9308,756,France,Female,65,4,244156.42,1,0,1,11714.72,0
9310,11887395,Customer_9309,602,France,Male,57,5,129685.63,1,0,0,174723.09,1
9311,18044022,Customer_9310,425,France,Male,91,3,207519.17,2,0,1,21039.67,1
9312,13003615,Customer_9311,391,France,Female,61,7,165984.27,2,1,1,91674.16,0
9313,15791883,Customer_9312,700,Germany,Female,63,3,26797.73,1,0,0,135616.55,0
9314,11726354,Customer_9313,617,France,Male,23,9,0.0,1,0,1,133717.9,0
9315,10667026,Customer_9314,729,Germany,Female,41,5,161764.79,1,1,0,66659.34,0
9316,15774282,Customer_9315,829,France,Male,90,4,0.0,2,1,0,104918.44,0
9317,15997702,Customer_9316,566,Spain,Female,24,9,18612.13,2,1,1,104411.97,0
9318,16978736,Customer_9317,413,France,Male,23,5,0.0,2,1,0,34939.93,0
9319,16023319,Customer_9318,791,Germany,Female,50,2,192322.17,2,1,1,80758.17,0
9320,17827423,Customer_9319,528,Germany,Female,55,2,92653.99,1,0,0,32663.33,1
9321,18497481,Customer_9320,378,France,Female,61,9,0.0,2,1,1,20847.02,0
9322,19005989,Customer_9321,624,Spain,Male,34,6,0.0,1,1,0,20572.69,0
9323,17350287,Customer_9322,819,Germany,Male,48,0,0.0,1,1,0,92646.6,0
9324,14055268,Customer_9323,565,France,Male,54,0,0.0,1,0,0,148625.57,0
9325,11766255,Customer_9324,702,France,Female,28,0,0.0,1,1,1,197063.91,0
9326,10621688,Customer_9325,833,Spain,Female,22,5,79273.59,1,1,1,118531.84,1
9327,10053170,Customer_9326,650,Spain,Male,81,3,5110.17,2,1,0,66874.86,1
9328,10204210,Customer_9327,837,France,Male,20,5,49686.56,2,0,0,49349.75,0
9329,14782126,Customer_9328,403,France,Female,73,0,40398.48,1,0,0,142017.15,1
9330,15294438,Customer_9329,715,Spain,Female,80,3,145713.54,1,1,1,19837.12,1
9331,19130309,Customer_9330,429,Germany,Female,55,3,0.0,2,1,1,59836.51,0
9332,15482167,Customer_9331,543,Spain,Female,71,1,58651.6,1,1,1,140824.08,1
9333,18457668,Customer_9332,549,France,Male,19,0,174430.78,2,0,0,94554.2,0
9334,19206376,Customer_9333,362,Germany,Male,19,7,0.0,1,1,1,105040.3,0
9335,14249968,Customer_9334,571,France,Female,29,5,155396.51,2,1,0,195341.52,0
9336,12921467,Customer_9335,542,France,Female,57,3,0.0,1,0,1,86878.16,0
9337,18758057,Customer_9336,745,Germany,Female,19,1,0.0,1,1,1,123074.95,0
9338,12861271,Customer_9337,718,Spain,Male,74,4,0.0,2,1,0,199736.23,0
9339,10862814,Customer_9338,676,France,Male,64,8,91346.95,2,0,0,140410.1,0
9340,11347821,Customer_9339,589,France,Female,53,6,177251.73,1,1,0,107747.21,0
9341,19524488,Customer_9340,619,Germany,Female,21,3,171524.65,2,1,0,71539.23,0
9342,13605370,Customer_9341,647,Germany,Female,41,4,238769.81,1,1,0,195526.57,0
9343,15837018,Customer_9342,448,Spain,Female,79,7,157494.6,1,1,1,65827.02,0
9344,16854142,Customer_9343,569,Spain,Female,19,4,102821.12,2,1,1,32006.71,0
9345,15224755,Customer_9344,681,France,Female,32,5,199282.86,1,0,0,185912.9,0
9346,11922014,Customer_9345,453,Spain,Male,66,9,38266.98,3,1,0,70609.29,0
9347,17320473,Customer_9346,781,Spain,Male,52,5,203255.58,1,0,1,121888.8,0
9348,14729911,Customer_9347,726,Spain,Male,64,7,91482.62,2,1,0,132721.69,0
9349,19324182,Customer_9348,757,Germany,Female,41,4,38502.5,1,0,1,59572.32,0
9350,14740942,Customer_9349,414,Spain,Female,77,0,40535.16,1,1,1,90446.93,0
9351,15296716,Customer_9350,494,France,Female,65,3,0.0,2,1,1,39541.98,1
9352,10262727,Customer_9351,387,France,Male,40,2,155805.69,1,1,0,178063.64,0
9353,12818026,Customer_9352,377,Spain,Female,29,1,0.0,2,1,0,121060.37,1
9354,15498895,Customer_9353,638,France,Male,58,6,67140.63,1,0,1,179151.25,0
9355,15678780,Customer_9354,757,France,Female,46,6,93019.94,1,0,1,58853.08,1
9356,16712857,Customer_9355,716,Spain,Female,87,7,0.0,1,1,1,130458.34,0
9357,10178136,Customer_9356,586,Spain,Female,68,9,27103.93,2,0,0,51412.22,1
9358,16756561,Customer_9357,475,France,Male,40,4,190438.57,2,1,0,64919.18,0
9359,14980147,Customer_9358,733,Spain,Male,48,0,196718.49,1,1,0,78618.41,0
9360,16069030,Customer_9359,675,Germany,Male,38,5,0.0,2,1,1,114390.75,0
9361,19632755,Customer_9360,434,Germany,Female,41,5,0.0,2,1,0,115597.7,0
9362,11320739,Customer_9361,586,Spain,Male,89,7,0.0,2,1,1,48062.64,1
9363,10257444,Customer_9362,595,France,Female,26,9,0.0,1,1,0,18753.34,1
9364,15853402,Customer_9363,737,France,Female,39,1,81962.65,2,1,1,156698.62,0
9365,16162196,Customer_9364,766,France,Male,21,8,31820.56,1,1,0,109949.86,0
9366,13662611,Customer_9365,724,Germany,Male,20,5,0.0,1,1,1,69518.11,0
9367,16477374,Customer_9366,615,Germany,Female,45,0,0.0,2,1,1,20024.33,0
9368,19927792,Customer_9367,598,Spain,Female,32,8,216207.4,2,1,0,29873.14,0
9369,13502190,Customer_9368,641,Spain,Female,25,7,22695.02,2,1,0,90479.82,0
9370,17973855,Customer_9369,554,Germany,Female,65,9,210412.41,1,1,1,101928.28,0
9371,17921549,Customer_9370,577,Spain,Male,69,0,0.0,2,0,1,81719.73,0
9372,17233332,Customer_9371,589,France,Male,72,7,32193.86,1,1,1,117637.06,0
9373,19279426,Customer_9372,422,France,Male,54,6,0.0,2,1,1,164671.52,0
9374,18631007,Customer_9373,508,Spain,Female,21,4,172306.03,1,1,0,138654.28,0
9375,19889867,Customer_9374,737,France,Female,72,5,200860.19,1,1,1,174734.27,0
9376,15672189,Customer_9375,727,France,Female,29,3,212021.76,2,1,1,127004.0,0
9377,11950775,Customer_9376,561,Germany,Male,36,8,0.0,1,1,1,29956.57,0
9378,17669042,Customer_9377,485,France,Female,74,8,0.0,2,1,0,38489.89,0
9379,12313993,Customer_9378,632,Spain,Female,54,9,171052.25,1,1,1,84198.19,0
9380,14675649,Customer_9379,513,France,Male,24,0,194430.64,2,1,0,63939.92,0
9381,19842872,Customer_9380,486,France,Male,72,8,42646.45,1,1,0,133926.51,0
9382,16337787,Customer_9381,520,France,Female,45,2,0.0,2,0,1,128908.09,0
9383,18764511,Customer_9382,501,Germany,Male,54,1,85421.65,1,0,1,97893.13,0
9384,10225301,Customer_9383,514,France,Female,78,3,95939.66,2,0,0,132290.7,0
9385,18590479,Customer_9384,646,Germany,Male,56,3,19428.24,1,1,1,183121.55,1
9386,14474852,Customer_9385,453,Spain,Female,40,8,0.0,1,1,0,103425.72,0
9387,15733995,Customer_9386,571,Spain,Male,69,3,23355.02,2,1,0,75981.14,0
9388,15950195,Customer_9387,631,France,Male,28,4,0.0,1,1,0,100485.32,0
9389,18844943,Customer_9388,737,France,Male,83,5,155242.58,2,0,1,37570.54,1
9390,14977793,Customer_9389,721,Germany,Male,30,3,247570.46,1,1,1,28502.45,0
9391,17328284,Customer_9390,478,Spain,Female,58,0,61413.04,1,0,1,88001.7,1
9392,14509166,Customer_9391,753,Spain,Female,66,1,0.0,1,1,1,185446.1,0
9393,16002456,Customer_9392,569,France,Male,32,2,0.0,2,1,1,173952.22,0
9394,11961348,Customer_9393,522,Germany,Female,73,3,74644.57,2,1,1,138872.34,0
9395,15342231,Customer_9394,821,France,Male,71,4,24080.66,2,1,1,146590.67,0
9396,14393769,Customer_9395,697,France,Male,48,9,0.0,2,0,1,173505.43,0
9397,14110860,Customer_9396,825,France,Female,78,9,91524.79,2,1,0,183933.31,1
9398,17205746,Customer_9397,802,France,Female,75,2,68264.41,2,0,0,135292.25,0
9399,17127146,Customer_9398,445,France,Female,77,0,248396.91,2,1,0,83331.38,0
9400,12961434,Customer_9399,401,France,Female,70,7,188527.33,1,1,0,38020.69,0
9401,19025705,Customer_9400,443,Germany,Female,78,7,0.0,1,1,1,11314.93,0
9402,14025560,Customer_9401,413,France,Female,59,3,12500.85,1,1,1,133105.7,0
9403,18067320,Customer_9402,370,Germany,Female,46,6,47903.92,2,1,0,85584.96,0
9404,18874250,Customer_9403,455,France,Male,44,3,74694.61,2,1,0,25139.08,0
9405,18401683,Customer_9404,685,France,Female,61,2,121799.15,2,1,1,62945.97,0
9406,10952895,Customer_9405,549,France,Male,22,6,124312.46,1,0,1,99059.54,0
9407,13712982,Customer_9406,681,France,Female,69,5,0.0,1,1,0,158882.33,1
9408,12494032,Customer_9407,701,Germany,Female,70,0,235839.07,2,1,0,69810.65,0
9409,19598344,Customer_9408,630,France,Male,69,8,135701.79,1,1,0,134685.08,1
9410,19380268,Customer_9409,800,Germany,Male,55,1,0.0,2,1,1,18203.76,0
9411,11182128,Customer_9410,631,France,Male,61,2,175333.8,2,1,1,192852.16,0
9412,10660539,Customer_9411,449,Germany,Male,70,4,17837.88,1,1,0,194619.94,0
9413,15644054,Customer_9412,686,Spain,Female,19,2,180292.61,2,1,0,110380.71,0
9414,19174247,Customer_9413,376,France,Female,71,2,0.0,1,1,0,134934.88,1
9415,14898091,Customer_9414,594,France,Male,52,7,0.0,2,1,1,155268.11,0
9416,11938203,Customer_9415,785,France,Male,63,3,85509.35,2,0,1,194372.36,0
9417,19088340,Customer_9416,412,Germany,Female,89,9,36081.82,1,0,1,113477.82,0
9418,18287466,Customer_9417,691,France,Female,72,1,0.0,2,1,1,153517.33,0
9419,17406783,Customer_9418,723,Germany,Male,89,4,17931.52,2,0,1,46549.26,0
9420,11538811,Customer_9419,778,Germany,Female,28,1,0.0,2,0,0,39267.98,0
9421,17516803,Customer_9420,791,Spain,Female,46,9,179637.02,2,1,0,145378.43,1
9422,16030697,Customer_9421,387,Germany,Male,86,7,0.0,2,0,0,185547.73,0
9423,12423840,Customer_9422,768,Germany,Male,80,2,77296.51,2,0,0,117848.17,1
9424,10932041,Customer_9423,651,France,Male,64,1,200775.61,1,0,1,111555.85,0
9425,10854587,Customer_9424,476,Spain,Male,24,2,23253.52,1,1,1,118514.38,0
9426,15615129,Customer_9425,420,Spain,Female,81,2,225969.97,1,1,0,177111.92,1
9427,19810780,Customer_9426,736,France,Male,81,0,12957.58,2,0,0,162008.68,1
9428,15124538,Customer_9427,483,Spain,Female,29,2,196970.87,2,1,0,162317.43,1
9429,15251405,Customer_9428,602,France,Female,29,2,76838.88,1,0,1,30235.6,0
9430,16723223,Customer_9429,362,Spain,Female,53,3,45298.25,1,1,0,154351.44,1
9431,19794913,Customer_9430,523,Spain,Female,46,7,176128.63,1,1,0,155976.97,1
9432,12004534,Customer_9431,812,France,Male,28,8,223969.51,2,0,1,35109.69,0
9433,18994345,Customer_9432,439,Germany,Female,70,0,191031.51,2,1,1,99582.86,0
9434,12608481,Customer_9433,717,France,Male,87,0,78274.99,2,1,0,28596.43,0
9435,14597054,Customer_9434,638,France,Female,91,5,0.0,2,1,0,85434.09,1
9436,11628150,Customer_9435,556,France,Male,64,0,47326.15,1,0,0,131791.12,0
9437,14323236,Customer_9436,411,Germany,Female,50,4,206015.4,2,1,1,51476.56,0
9438,15292025,Customer_9437,668,France,Female,84,0,26773.41,2,1,0,35115.25,1
9439,10252215,Customer_9438,661,France,Male,60,7,225803.48,2,1,0,131275.34,0
9440,16187298,Customer_9439,388,Germany,Male,35,4,150283.56,1,0,1,167082.85,0
9441,18101286,Customer_9440,409,France,Male,91,5,147213.74,1,1,0,39317.73,1
9442,13943291,Customer_9441,454,France,Male,70,3,209455.37,1,1,0,181806.91,0
9443,18864199,Customer_9442,588,France,Female,56,7,166883.31,2,0,1,150035.2,0
9444,17714209,Customer_9443,811,France,Female,89,8,76059.81,1,1,1,138828.55,0
9445,19199775,Customer_9444,476,France,Female,51,8,0.0,2,1,1,32983.47,1
9446,12225779,Customer_9445,432,France,Female,54,0,0.0,1,0,0,186651.28,0
9447,14532497,Customer_9446,569,Spain,Female,58,6,116015.81,1,0,1,99958.84,0
9448,12618813,Customer_9447,757,Germany,Male,66,3,27538.69,2,1,0,111764.63,0
9449,17456461,Customer_9448,783,France,Male,27,9,163259.13,1,1,0,107400.25,0
9450,11002642,Customer_9449,454,France,Female,57,7,42307.21,1,1,0,110903.08,0
9451,11154657,Customer_9450,766,France,Male,35,6,215982.94,1,1,1,166344.8,0
9452,18936148,Customer_9451,809,Germany,Female,42,0,175115.65,2,1,1,28773.65,0
9453,14968360,Customer_9452,423,France,Female,58,0,0.0,2,1,1,101922.26,1
9454,13325898,Customer_9453,484,France,Male,53,0,21757.75,1,0,1,126645.11,0
9455,10099574,Customer_9454,779,Spain,Female,19,1,199627.33,2,0,0,32372.72,0
9456,19881192,Customer_9455,727,France,Male,91,9,220201.18,2,0,0,120393.22,0
9457,15733104,Customer_9456,411,France,Female,66,1,0.0,1,1,0,106740.17,0
9458,19358346,Customer_9457,350,Spain,Male,84,8,249768.99,2,1,0,52315.68,1
9459,15450786,Customer_9458,428,Germany,Female,70,4,75161.08,2,1,1,58900.52,1
9460,18870564,Customer_9459,723,France,Female,36,0,0.0,1,1,0,26378.31,1
9461,13024330,Customer_9460,414,Germany,Male,43,6,0.0,2,0,0,144029.36,0
9462,13997516,Customer_9461,778,France,Female,71,9,2158.85,1,1,1,38184.55,0
9463,16456040,Customer_9462,817,Germany,Female,68,1,0.0,2,1,0,159902.0,0
9464,15804599,Customer_9463,532,France,Male,42,2,0.0,1,1,0,179037.85,0
9465,16808055,Customer_9464,415,Spain,Male,34,3,130397.88,2,0,0,55810.55,0
9466,13741318,Customer_9465,672,Spain,Male,91,2,0.0,1,1,1,59462.88,0
9467,16483141,Customer_9466,705,Spain,Female,78,2,0.0,2,1,1,33390.06,0
9468,15373702,Customer_9467,557,Spain,Male,63,8,62551.53,1,0,1,112766.79,0
9469,15762752,Customer_9468,403,Germany,Male,72,3,0.0,2,1,0,193200.32,0
9470,13353693,Customer_9469,570,France,Male,67,7,29415.22,2,1,1,56308.39,0
9471,11894339,Customer_9470,585,France,Female,28,0,176058.79,1,0,0,40365.94,0
9472,12862404,Customer_9471,726,Germany,Male,29,5,0.0,2,1,0,125166.18,1
9473,16133908,Customer_9472,449,Spain,Female,57,0,21256.57,2,0,1,172740.95,0
9474,13237988,Customer_9473,796,France,Female,65,4,0.0,1,1,1,175346.63,0
9475,19836580,Customer_9474,787,Spain,Male,73,6,0.0,1,1,0,75630.66,0
9476,19323499,Customer_9475,841,Spain,Female,25,0,11600.11,2,1,0,159493.97,0
9477,12377533,Customer_9476,452,Spain,Female,31,8,0.0,1,1,0,122543.72,0
9478,19143455,Customer_9477,785,Spain,Female,73,8,47548.03,1,1,0,149251.63,0
9479,14005463,Customer_9478,531,France,Female,71,5,120311.87,2,1,0,138604.09,0
